N|O|22|3345342|4|7
N|O|8|799272|5|6
R|F|11|1866469|10|2
A|F|47|6530556|7|8
A|F|20|3533720|5|4
R|F|17|1761421|8|6
R|F|12|1888404|4|5
R|F|9|1280268|5|7
A|F|17|2278731|7|0
A|F|32|2972864|8|2
A|F|29|5086165|5|5
R|F|18|2652426|4|1
A|F|12|1824744|4|8
A|F|15|2515155|9|8
R|F|39|6160713|5|5
R|F|10|1860950|3|3
R|F|47|7222161|3|8
A|F|38|4717092|7|1
R|F|8|1224504|0|0
N|O|11|1536139|5|3
N|O|2|268688|5|3
N|O|27|4335390|1|3
N|O|18|2800170|7|2
A|F|19|2750326|2|4
N|O|8|1011488|6|5
N|O|14|1488424|6|5
N|O|9|862245|4|1
N|O|49|7784532|4|3
N|F|43|5798292|3|8
N|O|39|5352633|3|7
N|O|10|1449540|8|8
N|O|20|2204400|3|8
A|F|27|3929985|10|3
R|F|48|5929584|6|7
R|F|22|3719716|4|0
R|F|27|2929986|9|2
R|F|17|3081947|9|8
R|F|49|6023668|2|3
N|O|10|1576670|0|1
N|O|25|2557800|8|1
N|O|5|652200|9|1
N|O|16|2288832|6|3
N|O|47|8713565|7|2
A|F|21|2730840|7|1
A|F|46|8081510|0|6
R|F|17|2569737|5|0
R|F|13|1991119|3|7
A|F|38|3488438|2|5
A|F|42|5419596|9|8
R|F|47|4926258|1|5
N|O|38|6200574|9|1
N|O|21|3567459|1|7
N|O|27|3343491|3|7
N|O|36|3283236|5|1
N|O|1|145255|0|3
N|O|23|3228050|9|5
N|O|32|4994112|9|6
N|O|22|3305720|0|2
N|O|15|2594730|2|6
N|O|22|4047846|10|2
N|O|36|5027364|6|1
N|O|28|3736404|4|6
N|O|47|7175114|2|7
N|O|30|3093390|6|8
A|F|28|5031292|6|4
R|F|21|3142839|7|7
A|F|33|3326730|10|2
A|F|10|1486580|6|7
N|O|22|3426830|1|6
R|F|39|6043596|6|4
R|F|28|3775632|8|5
A|F|9|1388376|7|1
N|O|11|1557061|1|4
N|O|38|6580954|2|8
N|O|3|453183|1|4
A|F|27|4897557|10|5
R|F|34|5003338|1|4
R|F|36|4090428|8|4
R|F|3|531258|4|7
R|F|24|2385816|3|6
R|F|39|5098860|2|8
A|F|9|1465848|0|6
R|F|13|2240966|1|7
N|O|28|3416868|4|0
N|O|12|1332252|0|2
N|F|1|144454|6|4
N|F|8|935408|0|4
A|F|10|1866960|8|6
A|F|6|1004862|9|3
R|F|7|791161|6|6
R|F|36|5333688|10|2
R|F|9|1056843|2|0
R|F|31|4540136|10|1
N|O|47|6746991|4|7
N|O|42|4469472|1|1
A|F|45|7725645|9|8
N|O|15|1668315|9|7
N|O|14|1674806|6|6
N|O|20|3653840|5|4
N|O|26|3115554|3|0
N|O|48|4507344|4|5
N|O|48|7649712|2|2
N|O|8|1427104|6|3
N|O|10|1782880|1|8
N|O|32|3190688|7|8
N|O|17|2525486|4|1
R|F|11|1658360|8|6
A|F|5|894440|8|7
A|F|41|4658543|10|7
R|F|34|4765100|1|1
A|F|7|1175139|6|5
A|F|32|4958848|10|5
A|F|41|4761166|3|8
N|O|50|8649100|4|5
N|O|36|4775112|10|8
N|O|41|5996496|8|0
N|O|45|5595030|1|7
N|O|31|5831007|5|4
N|O|10|1856950|2|7
N|O|7|1291458|10|3
N|O|27|2692143|5|4
N|O|29|3567928|5|3
A|F|16|3025584|3|7
R|F|7|667135|7|8
A|F|31|3624706|6|3
R|F|14|2368506|2|2
R|F|34|4349858|3|1
A|F|33|4664583|3|2
A|F|22|2614216|6|1
A|F|46|7225082|0|1
A|F|47|7015173|1|0
A|F|46|7119144|9|3
R|F|34|3706646|6|2
A|F|1|99809|2|8
A|F|35|3447780|10|8
N|O|9|1160442|8|4
N|O|10|1324420|9|7
N|O|44|4140576|4|6
N|O|12|1418736|0|5
N|O|17|2767124|10|3
N|O|5|918965|5|7
N|O|9|1324413|6|5
N|O|35|4586435|6|0
R|F|14|1276814|9|5
R|F|18|2180358|1|2
R|F|41|6452047|8|4
R|F|36|4652604|4|4
A|F|10|1548640|1|4
R|F|7|707077|3|5
A|F|20|2917100|3|6
A|F|1|135745|6|4
A|F|10|1648740|6|6
A|F|48|5266512|1|7
R|F|32|4766656|6|6
A|F|46|6566592|10|2
N|O|3|460389|4|0
N|O|45|4811220|5|4
R|F|2|339758|5|5
N|O|29|3460541|3|1
N|O|18|1726290|8|3
N|O|39|5789862|10|8
N|O|28|3018876|4|2
A|F|49|5817672|9|4
A|F|8|1086760|8|0
A|F|48|4718784|9|6
A|F|34|3505842|8|5
R|F|9|842427|8|6
R|F|4|391628|4|5
A|F|14|2482018|4|8
A|F|16|1462416|1|1
R|F|16|1644992|0|0
R|F|13|2354170|3|3
A|F|47|8327789|3|5
A|F|17|2813075|5|5
A|F|21|3577980|4|5
R|F|5|560610|10|7
A|F|36|5250780|5|0
A|F|29|4160137|1|2
N|O|35|3773595|9|3
N|O|18|1933506|2|2
N|O|38|5831594|0|2
N|O|47|8125454|8|4
N|O|8|840920|7|2
N|O|15|2106750|9|6
N|O|40|7551920|3|0
R|F|48|5232864|4|4
N|O|35|4740575|7|5
N|O|39|3876951|10|6
N|O|14|1401540|4|0
N|O|30|3681960|7|4
N|O|20|3713900|1|6
N|O|3|435165|6|0
N|O|9|1019007|6|2
N|O|8|1241320|10|1
A|F|13|2412735|7|4
A|F|7|787654|10|3
A|F|16|2654000|6|2
R|F|14|1684620|5|2
N|O|2|362582|4|2
N|O|32|4084384|1|2
A|F|6|881136|7|5
R|F|3|340869|6|4
A|F|39|6488664|0|8
R|F|35|5139960|2|1
R|F|27|4386744|6|2
N|O|15|1534680|3|3
N|O|40|6498880|1|6
N|O|38|5569128|5|1
A|F|7|763833|5|3
R|F|15|1701345|1|7
R|F|26|3196232|2|7
R|F|49|5587176|5|5
A|F|27|2802951|5|6
A|F|8|744024|9|0
N|O|11|1835636|0|4
N|O|28|4896752|10|3
N|O|7|741405|7|0
N|O|24|2976792|5|4
N|O|42|4440030|10|3
N|O|40|5321720|7|7
N|O|43|7365083|3|5
N|O|23|2360076|1|0
N|O|38|5200148|5|5
R|F|47|8882906|6|2
R|F|15|2096235|1|5
R|F|46|8307140|3|7
R|F|41|5011512|6|8
A|F|24|3154584|8|1
N|O|30|4678950|8|4
N|O|22|3114122|10|1
N|O|5|500045|1|5
N|O|10|973070|6|8
N|O|25|3301050|7|2
R|F|3|455883|0|8
R|F|43|3994786|2|6
A|F|37|6885515|10|0
A|F|37|5100339|4|0
R|F|15|2346990|7|1
A|F|26|3328962|0|5
A|F|35|3812130|0|1
A|F|6|633690|9|6
A|F|21|2041347|5|0
A|F|36|4043592|0|6
A|F|28|3601864|8|2
R|F|35|5973800|8|0
R|F|24|4012248|5|5
A|F|40|5638000|9|6
N|F|19|2016204|5|6
N|O|27|4878630|6|5
N|O|15|1462605|9|4
N|O|23|4317031|5|5
N|O|24|2505936|5|4
N|O|37|5274424|9|1
N|O|40|7191560|5|8
N|O|8|1330208|7|0
N|O|10|1513610|6|8
N|O|50|5836300|7|0
N|O|31|5803107|5|1
N|O|41|5598386|4|5
N|O|36|5571504|4|4
N|O|37|5107739|0|3
N|O|45|4982400|9|7
A|F|31|3410589|9|1
N|O|41|7309808|8|8
N|O|49|5503778|1|7
N|O|11|1057166|9|0
N|O|49|5067237|5|8
N|O|27|3408372|3|0
N|O|29|4258824|8|1
N|O|49|7858130|1|8
N|O|48|6583056|8|4
N|O|31|3938116|8|5
N|O|25|2948175|10|5
N|O|5|861910|8|2
N|O|17|2607171|0|4
R|F|2|359178|2|7
A|F|19|2002885|4|4
A|F|22|2030644|5|8
R|F|3|293421|5|8
R|F|49|7392140|8|7
A|F|1|152762|2|5
R|F|18|2913678|4|6
A|F|4|628668|10|7
R|F|29|5475142|4|3
A|F|28|3691548|3|5
A|F|4|660700|1|5
R|F|20|3771960|7|0
R|F|43|4920232|9|6
A|F|11|1151854|7|3
R|F|1|113023|4|6
A|F|28|2534000|0|4
A|F|34|3866582|3|1
R|F|9|1370358|3|0
R|F|28|2982448|2|8
R|F|48|8870112|3|7
A|F|12|1171284|8|3
A|F|35|4239585|6|2
R|F|20|2899080|3|4
R|F|9|1501884|7|6
A|F|14|1293628|10|8
A|F|16|2583536|8|3
N|O|11|1736537|4|6
N|O|32|3478976|5|3
N|O|21|2093889|5|6
N|O|12|1908816|8|2
N|O|38|7128686|9|7
N|O|3|383811|10|0
N|O|31|3277165|5|2
N|O|37|6048501|3|2
N|O|10|1677770|1|1
R|F|23|2901128|10|6
R|F|12|2161068|2|6
A|F|38|7083048|8|7
R|F|41|6185260|0|0
R|F|34|4206922|7|4
R|F|14|1781318|10|5
A|F|47|7504443|6|4
R|F|19|3235320|0|8
R|F|2|250070|6|4
R|F|30|3982260|7|4
N|O|11|1125432|7|2
N|O|28|4745412|1|1
N|O|43|5053661|3|3
N|O|12|1305816|4|6
N|O|14|2285822|10|4
N|O|15|2087235|1|0
N|O|4|705144|3|5
N|O|21|1950942|7|5
N|O|4|577016|0|1
N|O|35|5167995|10|6
N|O|27|3094848|2|8
A|F|2|329348|10|1
A|F|45|7360785|7|4
A|F|7|1081948|5|3
R|F|45|7919325|5|5
R|F|5|908455|8|1
N|O|33|5163378|7|3
N|O|48|5391456|5|5
N|O|40|5674040|8|6
N|O|8|969848|3|1
R|F|38|6120660|9|1
N|O|27|2459727|1|5
N|O|16|2863808|3|3
N|O|18|2854224|10|0
N|F|39|5723484|4|3
N|O|50|7558050|8|8
N|F|1|179089|4|3
R|F|30|3531810|5|2
R|F|42|7193802|7|4
N|F|47|7382102|9|0
N|O|4|669908|6|3
N|F|31|5424504|10|5
N|O|38|5649004|2|0
R|F|35|6257580|2|0
R|F|35|3969805|1|7
R|F|8|776856|2|3
R|F|46|5327950|7|2
N|O|34|3927850|4|0
N|O|50|6086550|2|4
N|O|44|7007836|1|3
N|O|32|3600704|7|6
N|O|4|710348|4|3
R|F|14|1917244|8|0
A|F|31|5548628|1|6
A|F|43|5552977|1|0
N|O|45|8333775|1|0
N|O|17|2539103|6|0
N|O|32|5362464|9|5
A|F|44|4017244|6|1
A|F|14|1618750|8|8
A|F|47|5222687|4|3
A|F|32|5666784|0|3
A|F|15|1911555|0|8
A|F|24|3553368|3|1
A|F|8|1357432|1|4
R|F|29|2772545|0|0
R|F|8|728808|10|3
N|O|7|947415|0|0
N|O|4|508148|2|7
N|O|2|226246|5|0
N|O|27|2546208|3|2
N|O|13|1353482|1|1
N|O|19|2020004|6|6
N|O|1|183393|0|5
N|O|18|2919096|9|1
N|O|26|3594448|3|3
N|O|1|120930|7|4
N|O|49|8922508|4|8
N|O|39|6886854|1|3
N|O|10|1489580|1|8
N|O|33|5642340|4|3
N|O|47|5086246|7|5
R|F|11|1085788|7|5
R|F|37|5100339|7|1
N|O|23|3577995|8|0
N|O|10|1268360|7|1
N|O|46|8058510|3|6
N|O|10|1489580|10|6
N|O|17|2088144|9|3
N|O|3|460389|1|0
N|O|14|2381120|2|4
N|O|3|567897|6|5
N|O|1|183893|6|3
A|F|38|6569516|2|1
A|F|39|7406061|8|2
R|F|10|918010|5|3
A|F|6|950208|10|0
R|F|40|3808200|8|6
A|F|3|482610|9|7
N|O|8|812088|10|8
N|O|21|3933237|8|6
N|O|45|4725630|0|6
N|O|37|3863318|6|6
N|O|49|6435709|1|6
N|O|27|4835403|5|1
N|O|50|5070550|9|1
N|O|34|4135454|4|7
N|O|45|5531940|2|4
R|F|25|3185925|0|1
R|F|18|3176748|9|8
A|F|2|240460|7|3
A|F|29|3416983|1|3
A|F|5|527075|8|4
R|F|20|3031220|9|2
R|F|18|2308284|4|5
R|F|24|2563584|5|7
A|F|27|4002966|6|1
A|F|48|5420256|7|2
A|F|10|1604700|1|7
A|F|42|7769748|4|1
A|F|10|1199290|9|0
A|F|17|1994559|5|0
R|F|34|4965904|10|0
R|F|10|963060|3|2
R|F|35|6628965|1|4
R|F|42|7269444|1|1
A|F|50|5656150|0|8
A|F|34|5003338|1|1
A|F|9|1311795|10|0
A|F|47|7076320|9|0
A|F|12|1713024|10|3
R|F|3|507234|8|6
R|F|4|466104|10|5
A|F|1|169979|5|4
R|F|12|1749060|9|5
A|F|10|1845940|0|1
A|F|31|5297280|3|2
R|F|41|5750250|2|2
N|O|45|6081525|4|0
N|O|29|4372040|3|3
N|O|39|7320183|5|2
N|O|21|3477075|4|2
N|O|19|2571555|4|8
R|F|7|1179346|1|8
R|F|47|8840559|4|8
R|F|7|1032899|3|7
A|F|26|4648488|10|6
A|F|10|1634730|9|2
R|F|45|6153570|0|8
R|F|32|4090784|3|7
R|F|31|4316719|2|0
A|F|32|4401504|4|5
R|F|35|5255600|1|0
A|F|2|188808|10|8
R|F|36|3946284|0|6
A|F|48|8024496|0|3
R|F|12|2143056|7|4
A|F|30|2865150|1|8
A|F|36|5715648|7|6
A|F|48|4723584|8|8
R|F|2|335954|6|5
R|F|24|4113144|2|7
R|F|4|468908|3|0
N|O|1|139649|1|1
N|O|34|3128034|10|5
N|O|9|1196478|7|5
N|O|19|2301489|2|3
N|O|37|6892952|4|6
N|O|19|3286658|7|7
N|O|24|3964200|3|5
N|O|50|6922400|5|8
N|O|25|2550275|9|4
N|O|20|2224420|8|4
N|O|43|6848567|4|1
N|O|1|178488|10|5
N|O|21|2081289|5|4
N|O|39|4021407|1|5
N|O|16|1942896|6|3
N|O|40|5405800|0|0
N|O|23|2829759|9|7
N|O|36|4270608|0|5
N|O|12|1504020|8|2
N|O|40|4957320|3|0
N|O|23|4082201|10|1
N|O|44|8064892|9|5
N|O|37|4578121|10|8
N|O|42|6075468|10|7
N|O|28|5062120|0|6
N|O|18|3392964|6|4
N|O|30|2994270|8|0
N|O|25|4502250|3|2
A|F|4|372008|6|8
A|F|8|904184|9|0
A|F|3|422250|9|3
N|O|34|4169488|2|0
N|O|12|1251768|5|1
N|O|4|752792|10|3
N|O|36|3549888|7|5
N|O|43|6637652|0|7
N|O|30|4378650|7|0
N|O|25|3110850|1|5
N|O|24|3618240|4|7
R|F|41|7034821|7|5
A|F|48|8490528|5|1
N|O|10|1469560|6|0
A|F|15|1699845|10|1
A|F|20|2260440|0|4
R|F|28|5235888|7|4
R|F|20|1888080|0|3
R|F|35|3244570|3|0
R|F|35|5367705|8|6
A|F|40|4396760|8|3
R|F|40|4524920|4|6
R|F|38|5664204|7|5
A|F|31|3457151|7|3
N|O|36|6220152|3|7
N|O|9|894681|10|0
N|O|24|4329360|1|5
N|O|28|3086160|7|8
N|O|27|4132674|9|8
N|O|39|4903665|8|2
N|O|18|3364128|9|5
N|O|17|2195363|5|6
N|O|29|3007677|2|2
N|O|38|4606778|1|1
N|O|20|2242440|5|0
N|O|34|6381698|8|8
N|O|43|6930353|7|7
N|O|39|3580239|4|1
N|O|10|1354450|2|8
N|O|2|278698|9|0
N|O|3|455583|0|7
N|O|33|6184101|0|0
N|O|47|7673831|1|7
N|O|23|3094512|3|7
N|O|9|952335|3|1
N|O|6|858318|3|6
N|O|1|122232|0|2
N|O|50|6807300|7|1
N|O|44|7791784|2|7
N|O|44|7818228|8|8
N|O|32|5269568|3|7
N|O|15|1516665|10|7
N|O|40|6086480|6|6
N|O|16|2926272|0|4
N|O|8|1348624|9|2
N|O|34|5214342|1|2
A|F|10|1112210|7|7
R|F|6|625284|0|5
R|F|17|2986645|5|5
R|F|35|5189030|2|0
R|F|15|2761395|3|7
A|F|32|5971072|6|1
A|F|2|289308|7|1
R|F|17|2445501|9|5
R|F|46|6640284|8|4
A|F|9|1700982|9|0
A|F|1|139249|1|6
A|F|18|2935296|7|7
R|F|3|335763|8|1
A|F|35|6005335|2|7
A|F|49|6666254|3|1
R|F|3|484113|10|6
R|F|36|4807548|10|2
R|F|38|7166724|5|8
R|F|23|4010832|3|0
R|F|14|1691620|8|1
A|F|10|1521620|4|3
R|F|37|6144775|8|5
N|O|43|5367862|5|3
N|O|14|2148482|2|6
N|O|27|3092148|7|4
N|O|24|2498736|7|0
A|F|40|4480840|3|5
A|F|27|2524581|1|3
A|F|42|5554164|9|3
A|F|23|4125947|9|0
R|F|20|3397580|5|1
R|F|27|2538108|9|5
A|F|8|728808|1|4
A|F|9|1023507|1|1
R|F|20|3613800|7|0
A|F|47|5622563|4|0
R|F|35|6113940|1|7
A|F|41|4358956|6|0
R|F|38|3682428|4|2
N|O|20|3559740|4|1
N|O|15|2836470|5|8
N|O|33|5087412|2|3
A|F|8|1281360|9|1
R|F|38|5192548|0|1
A|F|24|3313128|2|2
R|F|31|4211195|3|1
A|F|13|1923441|8|0
R|F|2|291110|7|4
A|F|4|389628|2|6
A|F|7|1187753|2|4
A|F|24|3721560|2|4
A|F|40|5650040|0|6
N|O|12|2139456|4|4
A|F|41|6127819|9|5
A|F|36|5802156|1|7
R|F|44|4369596|10|2
N|O|19|3231501|7|4
N|O|46|7966418|8|7
N|O|3|566394|10|3
N|O|38|6257612|10|7
N|O|26|2472730|8|3
N|O|13|2109536|5|1
A|F|16|1688240|9|5
R|F|15|2416065|5|8
R|F|50|5761250|9|8
R|F|37|4122577|1|5
R|F|18|2452428|2|3
R|F|23|4328554|0|7
A|F|42|6151152|10|0
R|F|37|3555922|6|8
R|F|48|8596224|3|4
N|F|32|5080576|4|4
R|F|38|4774130|2|5
A|F|19|2480260|7|2
N|O|34|3859782|8|0
A|F|6|682938|0|5
A|F|1|130040|7|1
A|F|43|6142636|1|0
R|F|7|984550|5|4
A|F|1|104814|1|6
A|F|39|3931590|4|0
A|F|37|5100339|6|2
R|F|9|1314504|3|1
A|F|44|5787804|7|2
R|F|33|4446552|2|1
A|F|43|5509934|4|4
R|F|45|4225635|0|2
A|F|3|357387|2|5
N|O|2|185004|2|5
N|O|26|4703140|8|0
N|O|8|776056|1|7
N|O|48|5761392|9|7
N|O|21|2692998|10|2
N|O|17|1615085|7|2
N|O|25|3193425|3|5
N|O|4|499736|3|2
N|O|9|1109097|2|6
N|O|10|1077170|2|4
N|O|14|1282414|9|1
R|F|48|8812464|6|1
A|F|43|7601798|2|0
R|F|19|2868240|9|5
R|F|32|3414912|7|2
A|F|30|5597880|3|0
A|F|36|5088636|7|2
R|F|27|2775924|7|3
A|F|2|372190|7|8
R|F|37|6104038|0|6
A|F|44|5933136|10|2
R|F|13|1699620|7|8
A|F|1|183493|5|8
N|O|45|4617540|8|3
N|O|8|900976|1|3
N|O|43|4709317|7|6
N|O|22|3056856|9|1
N|O|19|3277158|1|6
N|O|29|4572343|0|2
A|F|13|1196026|6|1
A|F|31|4388081|4|2
R|F|17|2077944|7|2
A|F|23|3960186|1|6
A|F|26|4284124|9|2
R|F|29|3971434|4|7
R|F|12|1914828|9|0
N|O|27|4208355|2|5
N|O|50|5846300|2|3
N|O|9|1279368|6|6
N|O|6|894954|7|6
R|F|12|1732248|8|2
A|F|47|8934653|9|2
R|F|22|3708716|3|0
A|F|27|4789449|4|0
R|F|20|2128320|9|1
A|F|25|3098325|0|8
R|F|38|5881032|10|8
R|F|6|1033092|9|7
R|F|25|2893125|4|0
R|F|29|3390854|0|3
R|F|37|5481846|9|4
R|F|47|7085720|10|1
A|F|19|3248620|9|0
R|F|33|3257364|4|0
N|O|40|6839200|7|0
N|O|1|189999|7|2
N|O|2|269288|1|0
N|O|8|1169248|10|2
N|O|21|3258465|7|4
R|F|12|2209128|5|7
R|F|49|7249893|8|1
A|F|22|3358564|6|1
R|F|49|6911499|7|2
N|O|20|2805000|2|8
N|O|18|3014586|10|7
N|O|17|2859026|0|3
N|O|7|875238|3|3
R|F|40|4412800|8|1
R|F|33|6200601|2|0
R|F|48|6659904|10|1
A|F|43|4205701|2|7
A|F|8|892168|2|7
A|F|33|5622540|0|4
R|F|39|5052021|0|8
R|F|40|5662040|2|7
N|O|37|3444811|0|8
N|O|31|4155364|8|2
N|O|41|6452047|3|0
N|O|7|1220688|6|4
N|O|10|912010|9|2
N|O|39|3884751|10|0
N|O|18|2949714|0|3
N|O|30|5156430|5|1
N|O|15|1477620|5|2
N|O|27|2902959|1|6
N|O|49|5484129|3|0
N|O|31|4661160|8|8
N|O|48|5117568|5|2
N|O|32|4282976|8|4
N|O|29|3881447|5|1
N|O|11|1010911|4|7
N|O|48|4454496|2|0
N|O|32|4247744|2|4
N|O|15|1417560|10|7
N|O|8|978656|0|8
N|O|49|9295251|6|8
N|O|12|1602516|3|4
N|O|31|3041348|7|3
N|O|46|5940394|4|3
N|O|6|688344|8|0
N|O|25|3033275|7|6
N|O|39|5934318|7|2
R|F|32|3405312|7|2
R|F|2|222442|3|3
R|F|39|6433986|5|5
A|F|49|5621476|5|2
A|F|50|6577050|1|6
R|F|41|6300183|6|2
R|F|17|2314482|10|5
A|F|26|2527382|5|6
A|F|10|1898990|9|8
N|O|6|1027086|7|5
N|O|9|1417203|4|7
N|O|42|5987184|0|5
N|O|14|2327864|3|8
N|O|49|6808452|9|2
N|O|39|7238205|2|6
N|O|13|2194114|9|1
N|O|12|1356276|9|6
N|O|16|1508864|2|0
N|O|22|2109910|10|6
N|O|13|1431560|8|5
R|F|21|2339841|4|4
R|F|1|111521|7|3
N|O|34|3294804|4|7
N|O|8|957032|3|5
N|O|34|5415146|3|0
R|F|14|2238166|4|0
R|F|8|1252528|4|6
A|F|2|184404|10|7
A|F|21|2081289|8|5
A|F|8|1212488|5|0
A|F|14|1377712|3|5
A|F|1|104714|5|0
R|F|13|1717846|9|2
R|F|3|468798|3|6
A|F|16|2179936|6|2
N|O|8|1469544|6|4
N|O|31|4291888|6|2
N|O|16|2524272|0|7
N|O|24|3860880|3|7
N|O|25|3203450|8|2
N|O|2|189408|3|2
N|O|22|2147354|2|0
A|F|22|3506118|3|5
A|F|49|7661934|5|7
A|F|18|2634408|10|6
R|F|41|7691477|9|6
A|F|45|4788720|4|8
R|F|1|131841|2|5
N|O|29|3553428|2|0
N|O|30|4654950|4|6
N|O|42|6643056|0|1
N|O|30|2763060|9|2
N|O|35|4404225|0|2
N|O|20|3157340|1|5
N|O|2|347366|4|7
N|O|30|3288570|6|7
N|O|46|4807644|8|7
N|O|37|4007766|10|7
N|O|43|6934653|1|7
N|O|4|656296|8|1
N|O|31|3640237|8|1
N|O|26|4599036|7|5
R|F|19|3532005|4|5
N|O|22|3468674|0|6
N|O|18|2416392|9|4
N|O|18|1947924|5|2
N|O|47|4338194|5|5
N|O|35|3598420|3|0
N|O|33|4585284|7|3
N|O|45|7793235|1|7
N|O|16|2790144|4|7
N|O|28|4075540|7|3
N|O|45|8522955|2|0
A|F|24|2763000|10|7
R|F|14|2623558|0|3
A|F|2|359778|4|8
A|F|15|1522665|9|6
R|F|36|5603940|6|4
N|O|13|1205126|10|5
N|O|1|113723|0|6
N|O|33|4532451|4|0
N|O|46|7593404|1|3
N|O|24|2998416|0|7
N|O|46|8150602|3|2
N|O|14|1283814|9|5
A|F|7|1128197|8|7
R|F|39|5610267|0|5
A|F|41|4925330|10|5
R|F|34|6429332|2|7
A|F|1|168778|2|7
R|F|9|1026207|0|6
A|F|27|2797551|8|1
N|O|21|3731427|0|8
N|O|23|2102223|8|7
N|O|5|860910|8|2
N|O|41|6829616|9|3
N|O|35|4358690|3|8
N|O|32|4574464|9|3
A|F|7|1171639|9|5
N|O|16|2703648|9|6
R|F|2|206426|2|7
A|F|47|6681144|10|7
R|F|42|6558972|0|2
A|F|31|4375681|9|2
R|F|50|8539000|1|6
N|O|42|7605822|10|5
A|F|48|6068928|6|6
N|O|18|1920888|2|6
N|O|3|527055|2|4
N|O|46|6907360|3|0
N|O|47|4375841|5|0
N|O|48|8048496|10|0
N|O|38|3465638|10|5
N|O|5|831380|4|3
N|O|35|5798625|8|3
N|O|35|6250580|9|8
N|O|38|4739892|10|4
N|O|24|4067496|2|8
N|O|2|284104|9|8
N|O|48|5079120|7|0
N|O|2|303922|2|3
N|O|32|5698816|3|3
N|O|14|2374106|0|4
N|O|18|2019996|6|0
N|O|2|284304|1|4
N|O|49|8520267|0|3
N|O|19|2482160|7|8
N|O|23|4022332|1|7
N|O|39|3837912|0|3
N|O|17|1550417|3|2
A|F|16|2966320|2|4
R|F|45|5883300|4|4
A|F|34|3652178|10|5
R|F|30|2868150|1|2
A|F|43|7752470|5|7
R|F|3|395223|6|2
A|F|41|4244033|7|7
N|O|5|799845|2|6
N|O|25|2975725|0|7
R|F|29|4807475|3|8
A|F|19|2111299|4|8
A|F|9|1677564|7|1
A|F|41|3739241|8|5
A|F|41|5627127|8|8
N|O|30|3922200|4|8
N|F|30|4567860|6|4
N|F|40|6843200|6|0
A|F|19|2710388|3|7
R|F|46|4701752|1|2
R|F|10|1306400|5|1
A|F|45|4131045|3|1
R|F|35|4341155|3|0
A|F|28|3573836|0|1
A|F|39|3955029|6|1
R|F|42|5587764|6|8
N|O|35|6292615|3|1
N|O|7|1285151|9|3
N|O|13|1939067|10|5
N|O|39|5899179|4|0
R|F|26|3446092|5|5
R|F|23|2569583|9|1
R|F|43|6185679|4|3
R|F|9|958644|5|5
A|F|7|786954|1|8
A|F|48|7692960|4|6
R|F|35|4523365|2|1
A|F|36|4782312|5|8
A|F|3|299427|1|7
A|F|22|2510728|3|2
A|F|39|7324083|3|7
A|F|7|840910|4|6
A|F|12|2164680|7|6
A|F|24|4463880|1|1
R|F|26|3755804|4|1
N|O|30|2712000|9|2
N|O|14|1628564|0|8
N|O|6|560418|3|1
N|O|13|1706133|0|8
N|O|12|1375488|2|7
N|O|48|7918752|7|8
N|O|5|875925|8|4
N|O|4|418456|2|8
N|O|32|5032544|8|2
R|F|14|1390326|1|7
A|F|10|1715810|7|2
R|F|34|4955670|9|8
A|F|20|3699880|8|7
N|O|14|2047584|10|5
N|O|44|7280900|10|4
N|O|15|2199840|5|4
N|O|14|1387526|0|2
R|F|10|1333430|9|2
A|F|2|344564|10|8
A|F|10|982080|5|4
R|F|20|2803000|9|4
R|F|34|5469580|5|7
R|F|20|2893080|10|4
R|F|14|2016742|7|3
A|F|48|8005248|1|0
R|F|25|3341075|7|2
N|O|6|708768|7|4
A|F|32|3245152|0|5
N|O|40|4224600|10|1
N|O|46|7680896|10|8
N|O|48|5929584|2|7
N|O|18|1875852|5|6
N|O|23|2751467|4|0
N|O|21|3037734|6|1
R|F|1|129739|3|5
A|F|10|1703800|7|8
N|O|21|3889095|5|8
N|O|38|4131284|7|0
R|F|45|5581530|5|8
R|F|27|4584033|2|2
R|F|48|8725968|8|4
A|F|26|2772016|2|4
R|F|44|6510108|1|0
R|F|2|200620|10|0
R|F|14|2364292|1|6
N|O|13|1451073|2|0
N|O|32|3482176|8|8
N|O|23|4257185|2|2
N|O|5|835385|1|6
N|O|21|3952158|2|6
N|O|48|8769216|9|8
N|O|11|1901702|7|1
N|O|12|2014524|6|2
R|F|12|2259576|0|6
R|F|47|7772625|9|6
A|F|30|3315600|4|5
A|F|34|6153660|6|0
A|F|48|5992032|2|1
A|F|37|5915153|7|0
A|F|11|1484384|8|3
A|F|25|4221950|5|1
A|F|44|7633252|3|6
A|F|24|3767184|0|7
R|F|2|304724|8|4
A|F|12|1385100|0|5
N|O|13|1890915|8|4
N|O|16|1454400|5|4
N|O|45|6694110|4|6
N|O|45|5829255|4|4
N|O|30|4333620|5|1
N|O|44|7219256|0|8
N|O|29|3123793|0|5
R|F|2|339558|2|5
A|F|17|1695053|7|3
A|F|20|3331520|4|2
A|F|5|642690|0|5
R|F|22|4131534|6|5
A|F|9|1313595|10|7
N|O|34|4533662|5|2
N|O|44|7774184|5|2
N|O|25|4484725|5|3
N|O|21|2188494|2|7
N|O|26|2662712|10|5
N|O|36|3600360|8|0
N|O|15|1443090|7|6
N|O|48|5722992|0|8
N|O|43|5923121|3|6
N|O|2|189008|5|4
N|O|2|352372|5|6
N|O|21|3920616|2|1
