IRAQ|3096812|5|72326|23
ROMANIA|7782025|8|38184|47
KENYA|1625400|3|19192|18
INDONESIA|3771430|7|2702|26
GERMANY|1272552|10|12144|8
ETHIOPIA|6021784|0|39348|38
ROMANIA|727775|0|24301|5
EGYPT|438076|4|27139|4
UNITED KINGDOM|7568736|7|32099|49
MOZAMBIQUE|2142252|8|24961|21
JAPAN|7262750|4|7545|50
CHINA|2733148|6|10532|22
MOROCCO|3250800|5|92092|36
MOROCCO|3530240|9|39916|32
MOZAMBIQUE|1719036|9|187|12
MOZAMBIQUE|2142882|4|61242|14
RUSSIA|1028916|9|64129|9
JAPAN|3820056|0|50520|24
KENYA|145755|9|8340|1
PERU|780240|9|18051|6
ARGENTINA|4083742|0|93771|26
JAPAN|4151700|0|51591|36
UNITED STATES|7139968|8|98171|44
MOZAMBIQUE|4285764|9|86621|28
RUSSIA|4453284|5|91375|44
MOZAMBIQUE|7673712|8|34141|48
RUSSIA|1698634|7|65608|14
RUSSIA|4180480|8|66424|32
ARGENTINA|643190|4|63681|5
KENYA|6387008|5|84067|46
CHINA|4933882|7|87315|38
ALGERIA|3419229|3|54819|33
JAPAN|6131919|4|19213|41
GERMANY|3743160|1|38495|24
SAUDI ARABIA|4829265|1|35384|45
INDONESIA|5192076|8|75561|41
SAUDI ARABIA|1448730|3|37602|9
RUSSIA|3370800|10|6822|24
UNITED STATES|5793172|2|42868|49
UNITED STATES|5964390|5|32576|45
EGYPT|6761937|7|78733|39
IRAQ|4331880|2|10623|36
KENYA|7339240|4|59190|43
IRAN|4737406|1|13472|37
CHINA|346275|10|56477|3
JAPAN|5226287|8|3300|37
INDONESIA|2959535|6|41771|19
ETHIOPIA|5739360|8|85173|44
GERMANY|3174450|7|45231|30
UNITED STATES|1012068|2|90659|6
GERMANY|3105300|9|8548|20
VIETNAM|1755638|6|6215|19
UNITED STATES|4350753|8|24118|33
PERU|2112810|7|31040|21
RUSSIA|7898350|8|82395|50
EGYPT|5241986|4|402|38
RUSSIA|274803|1|88753|3
ETHIOPIA|3003250|0|25111|25
RUSSIA|4549216|10|77830|28
INDIA|2244072|4|53772|24
MOROCCO|3044104|4|31664|28
JORDAN|5397909|10|66626|33
GERMANY|1058643|7|21008|9
CANADA|965040|1|3395|8
PERU|5402160|7|9767|36
KENYA|6228722|9|72114|43
BRAZIL|1788708|9|56959|12
UNITED STATES|2547775|0|67692|25
INDONESIA|7579737|9|53042|47
INDONESIA|1638538|7|39103|11
IRAQ|4213500|5|84166|30
INDIA|3794830|3|69967|26
JAPAN|3470124|6|31249|28
VIETNAM|4912158|2|42260|47
ARGENTINA|5899428|8|7075|36
PERU|491040|0|58586|5
VIETNAM|6914835|10|84053|45
KENYA|4155888|6|19097|34
INDIA|4746966|9|49183|42
UNITED STATES|6291750|9|6319|50
UNITED STATES|125335|0|42550|1
EGYPT|4478147|8|69604|37
INDIA|6524007|7|14364|49
INDONESIA|1787536|3|71436|16
INDONESIA|5350662|4|6081|43
KENYA|5747918|3|88814|38
CANADA|1065944|7|89317|8
INDIA|1063027|6|57837|7
INDONESIA|1628976|9|32561|16
GERMANY|8333920|8|27023|49
MOZAMBIQUE|5400208|10|35169|44
ROMANIA|3124634|1|34692|34
CHINA|3997566|6|87038|27
INDIA|5685274|1|75083|49
ARGENTINA|3885555|7|32734|37
ALGERIA|802350|8|12811|5
MOZAMBIQUE|1130230|10|72371|10
INDONESIA|5495522|10|87442|47
CHINA|4847850|6|56477|42
INDONESIA|4051408|4|63158|38
GERMANY|6934653|3|79985|43
BRAZIL|3106476|9|97823|18
PERU|1430968|5|73925|14
MOZAMBIQUE|636685|8|8194|5
INDIA|4478147|6|37830|37
RUSSIA|3017640|5|27245|24
UNITED STATES|4334240|10|54551|32
ARGENTINA|5243316|4|78519|39
JAPAN|2325075|5|56886|25
GERMANY|3490920|5|27307|24
KENYA|5607757|6|65613|37
UNITED KINGDOM|3376186|6|6098|22
JAPAN|2799458|2|48238|17
UNITED STATES|4657950|3|34292|30
GERMANY|4592160|7|27023|27
RUSSIA|1573908|2|74597|14
MOZAMBIQUE|1994112|9|35475|12
ROMANIA|545095|0|60891|5
RUSSIA|5821300|0|55065|50
INDIA|3489570|6|68284|29
UNITED KINGDOM|828996|4|58844|7
UNITED STATES|3432462|1|42952|33
EGYPT|2998496|6|82496|32
PERU|803280|0|21389|8
CANADA|3412266|6|56547|26
JAPAN|7772625|1|29084|47
INDONESIA|4214450|3|33561|25
EGYPT|4186395|3|68860|31
KENYA|1320600|3|53078|8
INDIA|525764|10|8328|4
ALGERIA|2224848|4|44401|24
UNITED STATES|192212|5|77126|2
MOROCCO|502940|6|49430|4
ETHIOPIA|1051528|5|19130|8
RUSSIA|163273|2|21743|1
IRAQ|1324730|9|41929|11
INDIA|7897379|4|89480|49
ALGERIA|663900|9|85368|4
MOZAMBIQUE|3844075|2|85778|25
ROMANIA|135645|2|13749|1
UNITED KINGDOM|1886832|9|50876|16
CANADA|6305169|0|92545|39
INDIA|1638902|0|60265|17
INDIA|2957850|0|63211|21
ETHIOPIA|2557800|1|14965|25
BRAZIL|222042|8|25905|2
INDIA|449877|3|49780|3
PERU|3846182|4|25334|34
UNITED KINGDOM|2120478|2|67562|17
ETHIOPIA|3298077|3|52091|19
INDONESIA|2442968|6|10420|23
ALGERIA|5907753|2|22794|37
VIETNAM|1067160|0|66670|10
RUSSIA|531580|9|92075|5
EGYPT|2256030|10|69838|18
ARGENTINA|4507747|4|20906|37
MOZAMBIQUE|3739020|2|30224|30
UNITED STATES|6952450|2|39598|50
UNITED STATES|3315600|3|12308|30
ARGENTINA|7058646|0|62899|49
BRAZIL|662700|6|14416|4
UNITED STATES|4881817|3|52873|37
ETHIOPIA|1759438|4|82189|19
ROMANIA|706370|9|93660|7
EGYPT|1426029|6|51680|11
MOZAMBIQUE|4841611|6|22338|47
CANADA|5040772|4|45285|34
ETHIOPIA|1883592|10|56466|12
ARGENTINA|1021680|0|23439|6
ETHIOPIA|8153650|0|93413|50
KENYA|5420042|2|82045|46
BRAZIL|1315404|7|80980|9
SAUDI ARABIA|802368|3|19436|7
EGYPT|3910172|5|48645|28
ARGENTINA|170380|9|46432|1
CANADA|3001992|3|38415|21
UNITED STATES|5077376|9|94896|32
CANADA|640296|7|33675|6
CHINA|7084062|2|32532|41
ARGENTINA|340760|4|46432|2
EGYPT|4884577|9|1144|31
MOZAMBIQUE|3948912|0|20088|27
VIETNAM|6460700|9|9622|46
IRAQ|6323568|7|58103|48
UNITED STATES|6527678|7|28209|38
VIETNAM|729186|10|93174|6
VIETNAM|4797160|3|43880|40
EGYPT|4969776|4|76699|42
JAPAN|4317720|10|21893|33
SAUDI ARABIA|4234156|9|66742|34
EGYPT|3482176|10|92020|32
ALGERIA|6020196|7|9916|39
VIETNAM|3908700|1|81184|43
CHINA|7372420|9|86470|46
UNITED KINGDOM|2638820|3|10512|20
IRAQ|1994130|10|4351|15
KENYA|3414068|4|60695|28
CANADA|3463416|9|62008|36
CHINA|1779420|0|37951|15
PERU|1283868|1|73230|9
MOZAMBIQUE|2963274|5|41485|23
ROMANIA|3876240|2|84649|40
ARGENTINA|3374070|9|85789|21
JAPAN|4922482|5|62984|38
CANADA|834294|0|70455|6
EGYPT|4592160|4|45034|27
KENYA|5668168|7|82267|41
UNITED STATES|2421684|8|74919|17
MOZAMBIQUE|4468840|4|47917|40
RUSSIA|7415049|2|88249|47
VIETNAM|3008412|0|99679|22
UNITED STATES|6374065|10|30664|41
BRAZIL|1940140|9|94081|20
VIETNAM|3956332|2|13918|38
ARGENTINA|918592|6|14879|8
INDIA|464104|0|75083|4
UNITED STATES|8096544|6|90659|48
CHINA|3511448|1|90815|37
KENYA|2809036|2|4651|23
UNITED STATES|6131600|1|59260|50
ROMANIA|3792292|6|57484|31
CHINA|7257750|2|34490|50
CHINA|3661568|1|29362|32
MOZAMBIQUE|1940706|2|86493|18
EGYPT|4665040|5|90357|40
FRANCE|2344320|3|61507|18
EGYPT|4564960|3|84449|40
KENYA|3070200|3|19192|34
UNITED STATES|6188052|0|77862|39
UNITED STATES|3271838|6|13330|29
ARGENTINA|5362442|8|19180|31
MOZAMBIQUE|4393230|8|61104|46
IRAQ|3862140|7|71312|30
VIETNAM|5633706|9|47682|39
ETHIOPIA|3123793|1|4475|29
JORDAN|2587825|6|46582|25
KENYA|1614710|1|53656|10
GERMANY|1465605|8|40214|15
CANADA|4595998|2|45285|31
PERU|4871680|3|33516|44
ETHIOPIA|2517936|5|26653|24
CHINA|7210693|4|34605|49
EGYPT|4190080|4|14811|32
CHINA|1952286|7|70246|14
CANADA|231650|7|37776|2
UNITED STATES|5005182|6|68173|39
KENYA|5285760|5|94759|48
ARGENTINA|1674770|6|22806|10
KENYA|3237420|7|59003|20
KENYA|3787630|5|53527|35
KENYA|3995918|5|76160|34
UNITED STATES|5354976|7|33470|33
KENYA|5437542|6|72231|33
UNITED STATES|1729462|0|13065|14
MOZAMBIQUE|4552016|5|85197|28
VIETNAM|4717080|7|89465|40
EGYPT|3184244|6|25501|28
MOZAMBIQUE|4819680|9|1557|48
UNITED STATES|3286496|2|99993|31
JAPAN|1220532|3|55288|12
RUSSIA|5047996|3|65428|38
JAPAN|4122577|10|64692|37
JORDAN|3780096|1|49620|32
INDONESIA|5097312|7|55019|33
MOZAMBIQUE|1677082|5|78546|11
IRAQ|4208600|8|7738|40
INDONESIA|5080576|8|50376|32
ETHIOPIA|1821950|10|96153|13
RUSSIA|2389999|0|28575|23
VIETNAM|160270|7|68668|1
MOROCCO|8515367|2|37773|49
VIETNAM|5943114|8|80188|41
ETHIOPIA|1661881|10|3465|13
UNITED KINGDOM|4036312|4|30447|28
VIETNAM|6333932|3|86577|44
EGYPT|5618072|8|4275|46
GERMANY|4523120|3|48927|41
JAPAN|107517|10|97856|1
JAPAN|5374312|9|278|34
EGYPT|4041121|10|76535|29
EGYPT|1888404|0|99016|12
MOZAMBIQUE|2737667|7|67051|23
ETHIOPIA|3236256|4|13327|24
ARGENTINA|4747149|2|88265|33
EGYPT|157567|0|66667|1
IRAN|1309230|8|9131|13
MOZAMBIQUE|5686516|0|79483|44
UNITED STATES|5002358|1|61506|38
IRAQ|7038673|0|23705|47
UNITED KINGDOM|6657150|0|99490|50
PERU|4937292|2|44721|36
ETHIOPIA|1234330|9|55550|10
VIETNAM|6030068|9|19364|44
UNITED STATES|1949085|3|37650|15
INDONESIA|4722984|8|8380|28
UNITED KINGDOM|4158378|8|5084|42
EGYPT|6608038|6|14393|46
JAPAN|2788192|2|31344|22
ALGERIA|6691080|1|80194|40
MOZAMBIQUE|2409767|10|55636|17
UNITED STATES|4136055|2|42550|33
MOROCCO|3554307|6|62482|27
UNITED KINGDOM|1980180|2|5084|20
JAPAN|5387008|0|58367|44
IRAQ|1812695|10|2378|19
VIETNAM|4435296|7|6215|48
PERU|4392258|4|5838|39
ROMANIA|402840|1|47477|4
VIETNAM|1258664|9|25700|11
KENYA|1971593|1|33888|13
VIETNAM|4616598|9|7970|42
RUSSIA|7617555|8|90483|45
PERU|3590910|3|45369|34
GERMANY|2297466|4|73193|18
ARGENTINA|5641100|5|86215|50
IRAQ|5655510|3|10623|47
IRAQ|5155535|10|7738|49
CHINA|3001050|4|56477|26
CHINA|2111978|3|10532|17
INDONESIA|6833745|3|2863|45
UNITED STATES|5966164|9|28483|43
UNITED STATES|5834200|9|731|40
UNITED STATES|1266944|4|4446|8
INDIA|7703145|10|69057|45
FRANCE|3556959|0|70189|21
INDONESIA|158868|5|1421|1
FRANCE|3329984|4|88414|28
IRAN|5409360|10|88444|36
IRAN|3138322|1|51936|29
ALGERIA|1878525|1|42298|15
MOZAMBIQUE|5533122|6|94827|42
CHINA|1842040|7|66450|20
GERMANY|5840660|5|428|35
PERU|398226|4|63767|3
VIETNAM|3957084|5|4652|36
CHINA|5798556|1|84412|36
CANADA|5842240|9|93403|40
UNITED STATES|5250780|5|31589|36
KENYA|5557920|2|34176|40
VIETNAM|7397850|3|22232|50
GERMANY|4745040|0|2447|30
UNITED STATES|4841592|6|82143|49
VIETNAM|6702393|4|81717|41
IRAQ|3189380|10|14346|20
VIETNAM|1640952|6|62198|12
CHINA|6295321|4|17861|47
KENYA|4514928|4|45161|44
ARGENTINA|3967920|8|24744|36
ETHIOPIA|2292048|10|6953|16
PERU|3618240|8|4172|24
MOROCCO|629068|1|34856|4
PERU|260080|5|35042|2
GERMANY|3823180|1|28198|38
MOROCCO|405244|7|39626|4
MOZAMBIQUE|4814880|7|36148|48
KENYA|4465235|6|69087|47
RUSSIA|1755638|1|90541|19
ETHIOPIA|6620409|1|67939|43
ALGERIA|1024304|9|77465|8
ROMANIA|4352294|6|89220|47
CHINA|3531738|0|57921|21
ARGENTINA|1443651|8|93245|11
PERU|458286|8|30649|3
VIETNAM|4573233|8|60128|27
INDONESIA|3238656|9|36958|24
INDIA|3283105|9|57011|35
ROMANIA|7432900|3|25238|50
CHINA|6932880|4|76626|45
ROMANIA|1513632|9|23947|12
UNITED STATES|355884|0|37675|3
INDIA|1175839|0|26977|7
VIETNAM|2205815|6|4550|23
BRAZIL|3335391|0|33078|27
IRAQ|366096|3|43378|3
ALGERIA|5462614|7|11234|38
ETHIOPIA|1546640|1|45749|10
SAUDI ARABIA|3831282|10|35579|26
UNITED STATES|2865432|7|82143|29
UNITED STATES|1898400|7|5137|21
ROMANIA|4223995|9|63790|29
VIETNAM|1553238|3|99642|9
MOZAMBIQUE|818076|7|1904|6
PERU|1409940|1|16803|14
ETHIOPIA|5863316|6|39348|37
GERMANY|2184798|8|86881|22
VIETNAM|7112803|10|57393|41
UNITED STATES|1045140|6|64167|10
INDIA|1108197|10|17615|9
CHINA|1290390|1|19400|10
ETHIOPIA|1600116|6|96251|12
JORDAN|221640|4|5446|2
VIETNAM|4388630|0|79898|46
CHINA|2785752|6|46594|18
UNITED KINGDOM|5734932|9|89598|42
EGYPT|5434611|8|76535|39
ROMANIA|3123320|3|50861|20
UNITED STATES|1384185|3|6319|11
CANADA|3484053|6|61318|27
RUSSIA|3395712|8|89372|32
PERU|2759724|5|73925|27
EGYPT|2156295|9|34858|15
EGYPT|124034|0|41514|1
KENYA|8230873|10|35543|49
UNITED STATES|4718994|6|49884|49
UNITED STATES|6533730|6|73103|42
INDIA|499428|7|6906|3
KENYA|1236642|7|40464|11
GERMANY|749004|2|64025|6
EGYPT|4275141|0|85990|39
ETHIOPIA|4258098|8|91731|26
UNITED STATES|91301|2|3864|1
GERMANY|7455312|8|73509|46
MOZAMBIQUE|6777250|5|48268|50
INDONESIA|5263504|8|14884|46
BRAZIL|6040370|9|97823|35
INDONESIA|8240688|3|50182|48
MOZAMBIQUE|802480|8|36148|8
VIETNAM|1295390|8|47363|10
EGYPT|4171737|5|20850|29
CANADA|5432146|3|13138|34
GERMANY|5024232|8|11473|31
ARGENTINA|1291404|0|15738|12
KENYA|5391672|9|82267|39
EGYPT|319338|3|64748|2
PERU|2047647|1|75936|21
INDONESIA|2602752|0|47971|16
VIETNAM|6927320|4|77945|40
MOZAMBIQUE|1499806|6|1904|11
ROMANIA|1591251|9|43447|17
MOZAMBIQUE|2777852|7|22401|28
BRAZIL|2646112|1|15532|28
ROMANIA|434072|2|53858|4
ROMANIA|4798107|1|887|41
JORDAN|4767840|5|52711|28
EGYPT|3853680|8|10228|24
VIETNAM|1295028|9|83274|14
JAPAN|337956|0|50123|2
RUSSIA|3072360|5|90198|30
EGYPT|2274432|0|72823|16
KENYA|5770010|2|74659|46
CANADA|4627287|9|96801|27
GERMANY|328748|0|90978|2
ROMANIA|4757040|1|98370|30
RUSSIA|5374776|9|26117|33
KENYA|1482184|1|26026|11
VIETNAM|962220|1|11694|6
PERU|6219574|3|69425|38
ROMANIA|4354650|2|66871|30
ALGERIA|4021320|1|10431|30
MOZAMBIQUE|3731475|9|35936|25
ROMANIA|7648696|3|65922|46
ARGENTINA|814488|10|28327|8
MOZAMBIQUE|4996504|2|68793|34
UNITED KINGDOM|2995520|4|48124|23
EGYPT|2467700|0|61720|25
ROMANIA|4015709|1|97804|31
CHINA|2538108|1|77613|27
ROMANIA|6880104|1|70774|44
PERU|3535488|1|58586|36
RUSSIA|1066752|0|83559|9
UNITED KINGDOM|1534044|3|15938|12
UNITED KINGDOM|672220|3|8021|5
KENYA|2213994|1|32752|19
CHINA|1898048|3|37951|16
ROMANIA|4229820|2|47477|42
MOZAMBIQUE|2548304|0|95342|16
ETHIOPIA|2895120|0|40525|24
RUSSIA|4356720|9|94607|40
BRAZIL|4660306|3|14148|46
INDONESIA|4964250|9|85509|30
MOZAMBIQUE|711977|7|70651|7
GERMANY|2063772|3|3377|12
GERMANY|1220532|10|32208|12
INDIA|5315135|4|57837|35
RUSSIA|6004696|6|27594|41
MOZAMBIQUE|3918572|1|51537|28
CHINA|554992|1|7108|4
JAPAN|7441875|8|29084|45
FRANCE|2854272|8|88414|24
GERMANY|122032|0|66354|1
MOZAMBIQUE|1655381|6|70873|13
RUSSIA|290310|6|49742|2
IRAN|3452211|6|89146|37
VIETNAM|3508617|7|34649|21
JAPAN|4364802|3|15905|26
ROMANIA|2097735|9|30388|15
RUSSIA|924984|0|93455|6
ROMANIA|546184|10|93791|4
JAPAN|2640789|9|38282|27
JAPAN|2162320|5|91761|16
ROMANIA|1424929|9|97804|11
PERU|3359718|8|46306|27
RUSSIA|5195690|10|63967|43
PERU|4549216|2|6207|28
PERU|4324720|5|88653|40
MOZAMBIQUE|842890|9|25185|5
ROMANIA|937926|3|86055|9
UNITED STATES|880845|1|6319|7
BRAZIL|2026220|9|14148|20
JAPAN|6191952|5|32608|39
INDIA|4370517|0|70924|27
KENYA|4168440|8|34176|30
INDIA|6710838|4|47996|43
EGYPT|2738097|3|38287|27
UNITED KINGDOM|5725080|2|86991|38
IRAN|1615950|0|72913|14
ROMANIA|5285600|1|84607|32
UNITED STATES|5165616|9|86163|48
MOZAMBIQUE|1992859|2|33671|17
VIETNAM|3497553|7|47363|27
UNITED KINGDOM|4802187|3|27580|39
KENYA|2257464|8|45161|22
INDONESIA|1821960|3|94889|14
VIETNAM|4315824|3|75065|34
VIETNAM|1036092|8|1248|6
CHINA|1508193|6|59716|9
INDIA|5585316|7|41654|34
ARGENTINA|4856968|5|95557|34
GERMANY|208628|6|96064|2
MOZAMBIQUE|3979638|1|86621|26
UNITED STATES|798472|8|13900|8
INDIA|4969728|8|54264|36
INDONESIA|2367106|8|40452|14
GERMANY|105815|8|45231|1
EGYPT|4549114|0|62024|29
RUSSIA|6742291|1|19970|47
VIETNAM|3100900|0|96231|22
UNITED KINGDOM|2843505|1|28592|27
VIETNAM|3732378|3|38128|26
UNITED STATES|3874212|8|86163|36
CANADA|2773000|9|50738|25
CHINA|898281|0|90821|9
INDIA|1162532|0|60002|7
ROMANIA|4148480|3|98375|35
KENYA|449688|6|40464|4
JAPAN|3956086|5|11589|43
FRANCE|4882581|3|60325|33
CHINA|1392876|3|46594|9
ALGERIA|1573710|2|31237|15
CHINA|4945347|6|26540|33
GERMANY|8183650|7|1065|50
ETHIOPIA|4518388|10|99567|28
KENYA|3874418|9|93914|37
ETHIOPIA|2511456|5|56466|16
EGYPT|5401209|5|32772|33
KENYA|5051744|6|20681|32
MOZAMBIQUE|6118480|1|23967|40
UNITED STATES|6530029|1|27904|41
ARGENTINA|3683493|1|2522|33
VIETNAM|8679150|4|85959|50
IRAQ|5840601|2|23705|39
EGYPT|150360|7|72212|1
VIETNAM|2069205|6|57292|15
PERU|390028|6|75936|4
INDIA|5272377|7|61930|33
CHINA|2108286|4|44283|18
RUSSIA|5500845|0|5541|35
JAPAN|6422286|2|48238|39
INDIA|2376199|3|27726|23
GERMANY|1852368|10|50094|12
CHINA|505734|8|41285|3
MOZAMBIQUE|3439000|10|5052|38
JAPAN|4232092|2|11589|46
MOZAMBIQUE|2516481|9|10934|27
MOZAMBIQUE|3227701|1|44987|19
PERU|7344774|2|98853|46
IRAN|992957|0|61259|7
UNITED STATES|142352|8|89832|1
BRAZIL|109419|6|43021|1
ALGERIA|366996|2|78433|3
PERU|6615250|6|83387|47
VIETNAM|2071398|7|22232|14
IRAQ|2358762|3|28724|21
RUSSIA|171681|5|24315|1
CHINA|5683212|1|6232|36
VIETNAM|8398850|3|56825|50
KENYA|4897656|2|40677|36
ALGERIA|3561159|3|37377|21
GERMANY|2663556|6|38864|21
UNITED STATES|4748506|2|68173|37
UNITED STATES|4240809|10|96921|27
CANADA|4170824|7|27302|28
ALGERIA|3512544|4|39561|24
GERMANY|972432|9|73509|6
KENYA|5021310|4|54134|30
INDONESIA|3409208|7|98011|22
EGYPT|3853140|1|82088|30
VIETNAM|3560276|5|46637|34
IRAN|286706|1|50558|2
EGYPT|1639785|1|33598|15
GERMANY|146256|5|26954|1
RUSSIA|969048|9|6215|8
IRAQ|7160590|5|30907|46
ARGENTINA|1910513|5|69000|11
ALGERIA|6804975|7|85368|41
GERMANY|3083800|1|14966|34
EGYPT|1138824|5|53660|9
ETHIOPIA|4067910|6|1182|35
CHINA|5135886|8|77456|49
RUSSIA|4919190|4|85061|30
SAUDI ARABIA|6379394|9|32201|43
INDIA|4127332|9|57011|44
ARGENTINA|2755776|10|14879|24
EGYPT|1886871|1|61598|19
UNITED STATES|6441825|2|28834|39
KENYA|3402608|10|16692|22
KENYA|5089394|3|27665|31
INDONESIA|1255364|2|52041|11
RUSSIA|3336788|4|98252|26
JORDAN|2058042|5|88426|19
MOZAMBIQUE|2179801|8|20265|13
UNITED KINGDOM|1621542|10|67562|13
CANADA|4666743|1|17118|41
CHINA|3323727|0|92074|31
RUSSIA|1764685|7|95478|13
ROMANIA|2915232|10|81874|32
ALGERIA|1286186|0|93699|11
CHINA|2548028|9|99612|28
IRAN|4101942|4|30770|26
MOZAMBIQUE|2458640|1|75713|20
GERMANY|3533775|10|56561|25
JORDAN|2407360|7|13743|16
MOZAMBIQUE|3282570|2|7940|30
CANADA|3548775|8|18594|25
UNITED KINGDOM|2719664|8|3161|16
INDONESIA|2234370|5|39103|15
INDIA|3939463|8|42924|23
MOZAMBIQUE|1172448|3|35995|8
RUSSIA|4329819|7|81736|39
PERU|3268800|6|22062|36
VIETNAM|1775484|8|22232|12
VIETNAM|6158927|6|55157|47
CHINA|5248733|7|85960|49
ARGENTINA|268288|8|16016|2
ALGERIA|5260276|4|78433|43
JAPAN|1940140|2|45280|20
MOZAMBIQUE|577625|8|30778|5
ROMANIA|1737375|10|47392|15
KENYA|5552977|8|57036|43
UNITED STATES|2104410|3|61800|21
KENYA|8211273|4|10620|49
KENYA|5501880|3|25052|40
ROMANIA|1085180|10|53858|10
KENYA|3469296|6|7743|24
UNITED KINGDOM|588648|4|22023|6
VIETNAM|6474958|4|53950|49
VIETNAM|2217648|7|6215|24
ROMANIA|591048|3|60877|6
MOZAMBIQUE|3589524|3|76141|36
INDIA|1811568|4|24070|16
UNITED STATES|4405671|6|58830|27
UNITED STATES|4585284|7|17434|33
INDONESIA|2340990|6|9396|15
JORDAN|4608288|3|9264|48
CHINA|783830|7|83076|5
INDIA|6796924|5|70298|43
MOROCCO|4669104|8|68847|44
KENYA|6679152|2|41080|48
ETHIOPIA|4622558|10|95716|37
MOZAMBIQUE|4641700|6|66738|28
VIETNAM|337566|1|77545|3
KENYA|4641840|5|22671|42
VIETNAM|2059227|3|89972|17
PERU|3020843|5|45506|23
CHINA|5274555|3|57938|39
ETHIOPIA|1680330|8|29783|15
CHINA|372412|8|76164|4
INDONESIA|3870564|6|16422|41
IRAQ|168778|6|83913|1
INDONESIA|290110|10|2702|2
BRAZIL|3283797|9|45636|33
INDONESIA|6336408|6|49443|39
FRANCE|2788025|0|63610|25
UNITED STATES|103413|1|92745|1
IRAN|6026500|7|42885|50
ALGERIA|268088|0|10431|2
VIETNAM|2915192|2|13918|28
ETHIOPIA|4818064|4|45570|47
IRAQ|2802400|4|11397|31
PERU|2184825|5|68703|15
MOZAMBIQUE|5996757|8|85778|39
KENYA|2021045|10|11008|13
UNITED STATES|828018|7|30584|9
RUSSIA|2178501|10|77666|13
INDIA|7337376|5|75195|48
GERMANY|7019397|8|37244|49
ALGERIA|1214496|2|71411|9
CHINA|4478147|6|25197|37
ARGENTINA|120230|5|88576|1
UNITED STATES|1243720|4|30664|8
MOZAMBIQUE|147057|0|291|1
GERMANY|3994068|10|88254|39
KENYA|4798668|10|31929|28
GERMANY|3043360|3|8503|32
JAPAN|992250|10|29084|6
EGYPT|2961998|8|57010|26
UNITED STATES|1654608|5|92745|16
EGYPT|1175760|5|24921|9
KENYA|4279041|6|89733|39
GERMANY|2702887|4|40603|29
ROMANIA|228048|4|57134|2
INDIA|1239712|1|71551|8
CHINA|985644|5|20386|6
EGYPT|4299444|10|64244|36
JAPAN|397326|2|5389|3
SAUDI ARABIA|4649931|4|59753|39
VIETNAM|6193000|1|14199|44
IRAN|6289569|5|63822|39
JAPAN|2170256|4|53650|19
ALGERIA|2735348|7|77194|22
UNITED KINGDOM|1529811|3|3161|9
INDIA|3252854|2|48088|22
GERMANY|5675373|8|3377|33
INDIA|3940320|2|7381|40
MOROCCO|1482120|2|7150|15
FRANCE|4261724|7|5799|29
VIETNAM|997864|4|71433|7
UNITED STATES|5124672|7|89832|36
UNITED STATES|5155650|10|57243|50
MOZAMBIQUE|1129815|8|88163|9
INDIA|5463504|1|45434|48
KENYA|5664863|0|28783|43
CANADA|2401267|2|13159|17
PERU|1864052|2|49219|19
VIETNAM|5424642|0|89465|46
UNITED KINGDOM|6220122|5|13500|43
IRAQ|1706970|5|94639|17
ARGENTINA|5340278|0|93771|34
ROMANIA|6574542|8|45275|39
KENYA|537585|10|48768|5
JORDAN|4941320|0|73818|40
CANADA|3389580|0|89455|20
UNITED STATES|2008560|3|54319|16
VIETNAM|4752317|4|47603|29
MOZAMBIQUE|396836|3|22401|4
VIETNAM|329757|0|4652|3
VIETNAM|4224600|1|987|40
UNITED STATES|1974888|0|65009|12
ETHIOPIA|8053296|9|59224|48
ETHIOPIA|8221073|10|59224|49
UNITED STATES|5213518|2|25515|31
KENYA|3339072|7|69731|34
ROMANIA|972432|3|49001|6
ARGENTINA|3695673|9|39946|29
KENYA|4610892|2|3701|39
IRAN|6820245|4|78148|45
ALGERIA|6952739|9|37377|41
INDIA|2909508|4|43500|21
CHINA|301920|0|50860|2
CHINA|2565300|9|22189|25
EGYPT|4647830|3|66642|29
ROMANIA|4231744|8|50365|32
IRAQ|7450875|8|16766|45
UNITED STATES|4319258|4|55241|34
JAPAN|2282148|0|65832|17
KENYA|6672095|1|79630|43
INDIA|1735875|7|51053|15
UNITED STATES|4842765|10|86163|45
ROMANIA|5907670|9|68985|38
JAPAN|5754304|1|58367|47
ALGERIA|1467560|6|55031|10
UNITED STATES|7584437|3|6704|47
EGYPT|4165992|4|62913|24
INDIA|5126199|10|8328|39
ARGENTINA|1563312|0|87583|16
RUSSIA|2670516|1|92002|27
JORDAN|1877025|6|98430|15
FRANCE|2481327|2|63566|27
SAUDI ARABIA|6360326|6|36343|38
GERMANY|4084384|2|73193|32
ETHIOPIA|6474908|1|12384|44
RUSSIA|401829|5|48006|3
FRANCE|4070052|0|69424|42
GERMANY|1539180|5|19438|15
INDIA|704250|8|63211|5
MOZAMBIQUE|7077015|0|46489|45
FRANCE|5964708|4|5405|38
CANADA|3956332|3|81068|38
CHINA|2432675|8|92066|25
UNITED STATES|5332550|0|30494|46
EGYPT|1217181|8|12070|7
CHINA|1826089|3|13546|17
RUSSIA|4161951|3|8284|41
MOROCCO|403632|1|91784|3
ROMANIA|6402806|7|50861|41
MOZAMBIQUE|6945799|4|55636|49
INDONESIA|3177988|2|76196|22
INDIA|2612790|8|76251|18
KENYA|1942140|3|32913|20
